-nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.3444e+142,6.87529e+142,6.42705e+142,5.91191e+142,5.33306e+142,4.692e+142,3.98606e+142,3.20177e+142,2.29223e+142,1.00344e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.00052e+142,1.66345e+142,2.10699e+142,2.44527e+142,2.71289e+142,2.92646e+142,3.09592e+142,3.22814e+142,3.32834e+142,3.40076e+142,3.44895e+142,3.47601e+142,3.48463e+142,3.47721e+142,3.45587e+142,3.42249e+142,3.37875e+142,3.32612e+142,3.26588e+142,3.19915e+142,3.12691e+142,3.04998e+142,2.96906e+142,2.88472e+142,2.79743e+142,2.70757e+142,2.61542e+142,2.52118e+142,2.42501e+142,2.32698e+142,2.22713e+142,2.12545e+142,2.02192e+142,1.91649e+142,1.80909e+142,1.69968e+142,1.5882e+142,1.47463e+142,1.35895e+142,1.24118e+142,1.12135e+142,9.99484e+141,8.75539e+141,7.49295e+141,6.20076e+141,4.85984e+141,3.41183e+141,1.56269e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,9.56555e+140,1.33591e+141,6.31713e+140,
7.97708e+142,7.45657e+142,6.95558e+142,6.37884e+142,5.73006e+142,5.01087e+142,4.21746e+142,3.33171e+142,2.28722e+142,5.5456e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.45096e+142,2.03692e+142,2.45983e+142,2.78756e+142,3.0467e+142,3.25159e+142,3.41151e+142,3.53321e+142,3.622e+142,3.6823e+142,3.71787e+142,3.73198e+142,3.72754e+142,3.70709e+142,3.67289e+142,3.62696e+142,3.57103e+142,3.50667e+142,3.4352e+142,3.35778e+142,3.2754e+142,3.18888e+142,3.09891e+142,3.00605e+142,2.91074e+142,2.81331e+142,2.714e+142,2.61297e+142,2.5103e+142,2.406e+142,2.30004e+142,2.19234e+142,2.0828e+142,1.97128e+142,1.85763e+142,1.7417e+142,1.62334e+142,1.50242e+142,1.37881e+142,1.25239e+142,1.12302e+142,9.90459e+141,8.54299e+141,7.13605e+141,5.6613e+141,4.05495e+141,2.02804e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.74957e+141,2.28752e+141,2.49718e+141,1.54022e+141,
8.67925e+142,8.10009e+142,7.53839e+142,6.89065e+142,6.16119e+142,5.3517e+142,4.45674e+142,3.45147e+142,2.23862e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.05016e+142,1.89726e+142,2.43944e+142,2.84566e+142,3.16238e+142,3.41128e+142,3.60525e+142,3.75319e+142,3.86188e+142,3.93681e+142,3.98261e+142,4.00329e+142,4.00235e+142,3.98289e+142,3.94761e+142,3.89894e+142,3.83898e+142,3.76958e+142,3.69234e+142,3.60865e+142,3.51969e+142,3.42645e+142,3.32974e+142,3.23025e+142,3.12848e+142,3.02486e+142,2.91965e+142,2.81304e+142,2.70513e+142,2.59592e+142,2.48536e+142,2.37332e+142,2.25965e+142,2.14414e+142,2.02655e+142,1.90663e+142,1.78412e+142,1.65874e+142,1.53023e+142,1.39829e+142,1.26261e+142,1.1228e+142,9.78236e+141,8.27833e+141,6.69263e+141,4.96564e+141,2.87335e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.33511e+141,3.15071e+141,3.58827e+141,3.74597e+141,2.5778e+141,
9.46072e+142,8.81439e+142,8.18259e+142,7.45269e+142,6.62977e+142,5.71546e+142,4.70199e+142,3.55462e+142,2.12412e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.63912e+142,2.36567e+142,2.87792e+142,3.26871e+142,3.57294e+142,3.80918e+142,3.98945e+142,4.1225e+142,4.21528e+142,4.27352e+142,4.30214e+142,4.30541e+142,4.28708e+142,4.25044e+142,4.1984e+142,4.13351e+142,4.05797e+142,3.97373e+142,3.88244e+142,3.78552e+142,3.68415e+142,3.57933e+142,3.47186e+142,3.36238e+142,3.25137e+142,3.13918e+142,3.02604e+142,2.91205e+142,2.79724e+142,2.68153e+142,2.56479e+142,2.44678e+142,2.32726e+142,2.2059e+142,2.08235e+142,1.95623e+142,1.82714e+142,1.69466e+142,1.55834e+142,1.41768e+142,1.27212e+142,1.12089e+142,9.62758e+141,7.9549e+141,6.1397e+141,4.02397e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.63191e+141,3.8533e+141,4.59508e+141,5.0107e+141,5.14374e+141,3.76156e+141,
1.0333e+143,9.60948e+142,8.89636e+142,8.07102e+142,7.13939e+142,6.10287e+142,4.95025e+142,3.63192e+142,1.90309e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.1262e+142,2.20682e+142,2.8701e+142,3.35846e+142,3.73323e+142,4.02251e+142,4.24296e+142,4.40613e+142,4.52088e+142,4.59439e+142,4.63273e+142,4.64114e+142,4.6242e+142,4.5859e+142,4.52977e+142,4.45887e+142,4.37589e+142,4.28315e+142,4.18265e+142,4.07609e+142,3.9649e+142,3.85028e+142,3.73319e+142,3.61441e+142,3.49453e+142,3.37398e+142,3.25304e+142,3.13186e+142,3.01049e+142,2.88884e+142,2.76676e+142,2.64399e+142,2.52022e+142,2.39505e+142,2.26806e+142,2.13875e+142,2.00659e+142,1.87102e+142,1.73142e+142,1.58715e+142,1.43744e+142,1.28136e+142,1.11762e+142,9.44069e+141,7.56476e+141,5.43934e+141,2.56227e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.42124e+141,4.28316e+141,5.42982e+141,6.17948e+141,6.60346e+141,6.72522e+141,5.11152e+141,
1.13097e+143,1.04971e+143,9.68924e+142,8.75254e+142,7.6939e+142,6.51419e+142,5.1971e+142,3.66993e+142,1.4806e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.89927e+142,2.79928e+142,3.42055e+142,3.88688e+142,4.2435e+142,4.51439e+142,4.71513e+142,4.85717e+142,4.94961e+142,5e+142,5.01482e+142,4.99965e+142,4.9594e+142,4.89833e+142,4.82017e+142,4.72818e+142,4.62515e+142,4.5135e+142,4.39528e+142,4.27221e+142,4.14574e+142,4.01703e+142,3.88701e+142,3.75642e+142,3.62579e+142,3.49546e+142,3.36565e+142,3.23643e+142,3.10774e+142,2.9794e+142,2.85116e+142,2.72263e+142,2.59339e+142,2.46291e+142,2.33061e+142,2.19584e+142,2.05792e+142,1.91607e+142,1.76947e+142,1.61719e+142,1.45815e+142,1.29094e+142,1.11353e+142,9.22367e+141,7.09803e+141,4.51857e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5.61849e+140,4.26137e+141,5.97085e+141,7.15257e+141,7.95001e+141,8.40275e+141,8.52293e+141,6.65119e+141,
1.24068e+143,1.14909e+143,1.05723e+143,9.50511e+142,8.29736e+142,6.94901e+142,5.436e+142,3.64836e+142,1.55901e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.25632e+142,2.62559e+142,3.43764e+142,4.0256e+142,4.46893e+142,4.80382e+142,5.05185e+142,5.22812e+142,5.34425e+142,5.40976e+142,5.43266e+142,5.41987e+142,5.37738e+142,5.31042e+142,5.22354e+142,5.12067e+142,5.00521e+142,4.88009e+142,4.74777e+142,4.61034e+142,4.46954e+142,4.32677e+142,4.18317e+142,4.03962e+142,3.89678e+142,3.7551e+142,3.61485e+142,3.47615e+142,3.33896e+142,3.20312e+142,3.06835e+142,2.93425e+142,2.80035e+142,2.66605e+142,2.5307e+142,2.39355e+142,2.25378e+142,2.11049e+142,1.96271e+142,1.80934e+142,1.64913e+142,1.48058e+142,1.3017e+142,1.10941e+142,8.98113e+141,6.54195e+141,3.18657e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.41021e+141,6.04007e+141,7.79419e+141,9.06812e+141,9.94451e+141,1.04448e+142,1.05726e+142,8.40837e+141,
1.36433e+143,1.26074e+143,1.15586e+143,1.03376e+143,8.954e+142,7.40585e+142,5.6573e+142,3.53489e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.26826e+142,3.3815e+142,4.13632e+142,4.69327e+142,5.11034e+142,5.4185e+142,5.63808e+142,5.78417e+142,5.86882e+142,5.90209e+142,5.89256e+142,5.84761e+142,5.77369e+142,5.67633e+142,5.56037e+142,5.42992e+142,5.28852e+142,5.13918e+142,4.98441e+142,4.8263e+142,4.66654e+142,4.50652e+142,4.3473e+142,4.18968e+142,4.03422e+142,3.8813e+142,3.73107e+142,3.58353e+142,3.43856e+142,3.29585e+142,3.15501e+142,3.01552e+142,2.87674e+142,2.73794e+142,2.5983e+142,2.4569e+142,2.31273e+142,2.16465e+142,2.01144e+142,1.85171e+142,1.68382e+142,1.50576e+142,1.31478e+142,1.10647e+142,8.72185e+141,5.87939e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5.32549e+141,7.91308e+141,9.8022e+141,1.1215e+142,1.22016e+142,1.27698e+142,1.29158e+142,1.04161e+142,
1.50422e+143,1.38659e+143,1.26632e+143,1.12603e+143,9.66804e+142,7.88168e+142,5.84671e+142,3.27298e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.48605e+142,3.20257e+142,4.19816e+142,4.9073e+142,5.43137e+142,5.81682e+142,6.09175e+142,6.27605e+142,6.38522e+142,6.43194e+142,6.42694e+142,6.37942e+142,6.29731e+142,6.18745e+142,6.05574e+142,5.90722e+142,5.74619e+142,5.5763e+142,5.40059e+142,5.22158e+142,5.04132e+142,4.86146e+142,4.68329e+142,4.50778e+142,4.33564e+142,4.16732e+142,4.00306e+142,3.8429e+142,3.68673e+142,3.53426e+142,3.3851e+142,3.23869e+142,3.09436e+142,2.95135e+142,2.80875e+142,2.66558e+142,2.5207e+142,2.3729e+142,2.2208e+142,2.06288e+142,1.8974e+142,1.7223e+142,1.53496e+142,1.33169e+142,1.10637e+142,8.46121e+141,5.08541e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.81073e+141,7.20244e+141,9.93831e+141,1.20323e+142,1.36317e+142,1.47641e+142,1.54249e+142,1.56017e+142,1.27138e+142,
1.66307e+143,1.52896e+143,1.39041e+143,1.22846e+143,1.04435e+143,8.37109e+142,5.9828e+142,2.74369e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.80049e+142,4.17654e+142,5.09595e+142,5.76167e+142,6.24765e+142,6.59401e+142,6.82754e+142,6.96839e+142,7.03275e+142,7.03415e+142,6.98409e+142,6.89244e+142,6.76766e+142,6.61702e+142,6.44671e+142,6.262e+142,6.0673e+142,5.86631e+142,5.66208e+142,5.45707e+142,5.25327e+142,5.05223e+142,4.85512e+142,4.66279e+142,4.47581e+142,4.29448e+142,4.11891e+142,3.94901e+142,3.78451e+142,3.625e+142,3.46992e+142,3.31857e+142,3.17015e+142,3.0237e+142,2.87817e+142,2.73237e+142,2.58498e+142,2.43453e+142,2.27939e+142,2.11772e+142,1.94739e+142,1.76583e+142,1.56975e+142,1.35435e+142,1.11144e+142,8.22469e+141,4.11807e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,4.91421e+141,9.15028e+141,1.21509e+142,1.45196e+142,1.63603e+142,1.76816e+142,1.84655e+142,1.869e+142,1.53491e+142,
1.84419e+143,1.69061e+143,1.53023e+143,1.34237e+143,1.12839e+143,8.86513e+142,6.03251e+142,1.52961e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.88171e+142,4.01039e+142,5.23432e+142,6.0916e+142,6.71013e+142,7.14971e+142,7.44728e+142,7.62947e+142,7.71719e+142,7.72764e+142,7.67533e+142,7.57262e+142,7.43006e+142,7.25666e+142,7.06006e+142,6.84672e+142,6.62205e+142,6.39053e+142,6.15584e+142,5.92098e+142,5.68831e+142,5.45969e+142,5.23652e+142,5.01981e+142,4.81026e+142,4.60825e+142,4.41393e+142,4.22724e+142,4.04793e+142,3.87558e+142,3.7096e+142,3.54929e+142,3.39381e+142,3.24216e+142,3.09325e+142,2.94583e+142,2.79853e+142,2.64979e+142,2.49791e+142,2.34097e+142,2.17678e+142,2.00279e+142,1.81589e+142,1.61203e+142,1.38519e+142,1.12476e+142,8.05235e+141,2.88129e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,6.73841e+141,1.1208e+142,1.45776e+142,1.72998e+142,1.94481e+142,2.10123e+142,2.19588e+142,2.22531e+142,1.83795e+142,
2.05159e+143,1.8749e+143,1.6883e+143,1.46921e+143,1.21915e+143,9.34942e+142,5.94257e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.5769e+142,5.28034e+142,6.40429e+142,7.20047e+142,7.76315e+142,8.14489e+142,8.38155e+142,8.50047e+142,8.52376e+142,8.46989e+142,8.35446e+142,8.19071e+142,7.98989e+142,7.76149e+142,7.51349e+142,7.25252e+142,6.98406e+142,6.71258e+142,6.44167e+142,6.17418e+142,5.91232e+142,5.65775e+142,5.41167e+142,5.17489e+142,4.94789e+142,4.73085e+142,4.52374e+142,4.32628e+142,4.13806e+142,3.95848e+142,3.78679e+142,3.62212e+142,3.46345e+142,3.30964e+142,3.15941e+142,3.01134e+142,2.86384e+142,2.71516e+142,2.56331e+142,2.40609e+142,2.24094e+142,2.06487e+142,1.87419e+142,1.66403e+142,1.42709e+142,1.15024e+142,8.00299e+141,7.60503e+140,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,8.47524e+141,1.339e+142,1.72403e+142,2.04102e+142,2.29491e+142,2.48253e+142,2.59859e+142,2.63801e+142,2.18752e+142,
2.29017e+143,2.0859e+143,1.86757e+143,1.61065e+143,1.31667e+143,9.80127e+142,5.61992e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.53431e+142,5.15896e+142,6.67061e+142,7.70978e+142,8.43727e+142,8.93088e+142,9.24002e+142,9.40097e+142,9.44252e+142,9.38837e+142,9.25839e+142,9.06937e+142,8.83543e+142,8.56846e+142,8.27836e+142,7.97332e+142,7.66006e+142,7.34401e+142,7.02952e+142,6.72e+142,6.41808e+142,6.1257e+142,5.84428e+142,5.57473e+142,5.31762e+142,5.07316e+142,4.84131e+142,4.62178e+142,4.41411e+142,4.21767e+142,4.03167e+142,3.85519e+142,3.68719e+142,3.52647e+142,3.37173e+142,3.22152e+142,3.07423e+142,2.92808e+142,2.78109e+142,2.63102e+142,2.47535e+142,2.31117e+142,2.13502e+142,1.94262e+142,1.72826e+142,1.48343e+142,1.19258e+142,8.15479e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.01469e+142,1.56945e+142,2.01561e+142,2.38906e+142,2.69252e+142,2.92032e+142,3.06462e+142,3.11813e+142,2.59225e+142,
2.56597e+143,2.32855e+143,2.07161e+143,1.76851e+143,1.42064e+143,1.01848e+143,4.87448e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,4.72069e+142,6.8397e+142,8.22039e+142,9.17214e+142,9.81626e+142,1.02228e+143,1.0441e+143,1.05085e+143,1.04563e+143,1.03098e+143,1.00906e+143,9.8165e+142,9.50253e+142,9.16107e+142,8.80231e+142,8.43452e+142,8.06435e+142,7.69705e+142,7.33672e+142,6.98645e+142,6.64854e+142,6.32461e+142,6.0157e+142,5.72241e+142,5.44498e+142,5.18332e+142,4.9371e+142,4.70579e+142,4.48867e+142,4.28491e+142,4.0935e+142,3.91335e+142,3.74322e+142,3.58177e+142,3.42752e+142,3.27886e+142,3.13399e+142,2.99096e+142,2.84755e+142,2.70128e+142,2.54934e+142,2.38844e+142,2.21467e+142,2.02318e+142,1.80747e+142,1.55789e+142,1.25699e+142,8.59792e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.17156e+142,1.81026e+142,2.33351e+142,2.77815e+142,3.14477e+142,3.42451e+142,3.60619e+142,3.67948e+142,3.0628e+142,
2.88643e+143,2.60893e+143,2.30465e+143,1.94476e+143,1.53018e+143,1.04422e+143,3.12129e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,3.57454e+142,6.81928e+142,8.69933e+142,9.96227e+142,1.08118e+143,1.13509e+143,1.16475e+143,1.17521e+143,1.17054e+143,1.15405e+143,1.12851e+143,1.09621e+143,1.05905e+143,1.01861e+143,9.76155e+142,9.3271e+142,8.89093e+142,8.45942e+142,8.03748e+142,7.62877e+142,7.23597e+142,6.8609e+142,6.50472e+142,6.16806e+142,5.8511e+142,5.55368e+142,5.27538e+142,5.01553e+142,4.77332e+142,4.54778e+142,4.33781e+142,4.14221e+142,3.95969e+142,3.78885e+142,3.62817e+142,3.47601e+142,3.33061e+142,3.19002e+142,3.05209e+142,2.91441e+142,2.77428e+142,2.62858e+142,2.47369e+142,2.30528e+142,2.11793e+142,1.90447e+142,1.65433e+142,1.34884e+142,9.41826e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.30916e+142,2.05727e+142,2.67764e+142,3.21229e+142,3.65971e+142,4.00702e+142,4.23846e+142,4.33947e+142,3.61246e+142,
3.26087e+143,2.93457e+143,2.57179e+143,2.1415e+143,1.6435e+143,1.04774e+143,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,6.42613e+142,9.0859e+142,1.07919e+143,1.19262e+143,1.2648e+143,1.30534e+143,1.32113e+143,1.31758e+143,1.29905e+143,1.26915e+143,1.23086e+143,1.18661e+143,1.1384e+143,1.08784e+143,1.0362e+143,9.84497e+142,9.33505e+142,8.83816e+142,8.35861e+142,7.8995e+142,7.46285e+142,7.04992e+142,6.66129e+142,6.29704e+142,5.95688e+142,5.6402e+142,5.34616e+142,5.07375e+142,4.82182e+142,4.58912e+142,4.3743e+142,4.17596e+142,3.99259e+142,3.82262e+142,3.66439e+142,3.51612e+142,3.3759e+142,3.24162e+142,3.111e+142,2.98145e+142,2.85007e+142,2.71348e+142,2.56776e+142,2.40818e+142,2.22886e+142,2.02203e+142,1.77648e+142,1.47314e+142,1.06812e+142,2.99455e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.41137e+142,2.30289e+142,3.04604e+142,3.69498e+142,4.24639e+142,4.68218e+142,4.9803e+142,5.12024e+142,4.25793e+142,
3.70095e+143,3.31479e+143,2.87917e+143,2.36086e+143,1.75728e+143,1.01191e+143,-nan,-nan,-nan,-nan,-nan,-nan,-nan,5.20835e+142,9.26626e+142,1.16265e+143,1.31635e+143,1.41406e+143,1.46987e+143,1.49335e+143,1.49182e+143,1.4711e+143,1.43595e+143,1.39026e+143,1.33721e+143,1.27934e+143,1.21871e+143,1.15694e+143,1.09527e+143,1.03465e+143,9.75801e+142,9.19227e+142,8.65281e+142,8.14187e+142,7.66072e+142,7.20982e+142,6.78909e+142,6.39796e+142,6.03556e+142,5.70077e+142,5.3923e+142,5.10874e+142,4.84858e+142,4.61028e+142,4.39224e+142,4.19281e+142,4.01032e+142,3.84302e+142,3.68911e+142,3.54668e+142,3.4137e+142,3.28798e+142,3.16708e+142,3.04829e+142,2.92854e+142,2.80426e+142,2.67126e+142,2.5245e+142,2.35769e+142,2.16262e+142,1.92772e+142,1.63421e+142,1.24272e+142,5.95756e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.44973e+142,2.53421e+142,3.43366e+142,4.22853e+142,4.91463e+142,5.46716e+142,5.85542e+142,6.05026e+142,5.02036e+142,
4.22146e+143,3.7613e+143,3.23419e+143,2.6048e+143,1.86569e+143,9.01674e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,9.01229e+142,1.23956e+143,1.45166e+143,1.58567e+143,1.66318e+143,1.69786e+143,1.69976e+143,1.67677e+143,1.63525e+143,1.58037e+143,1.51629e+143,1.44632e+143,1.37311e+143,1.2987e+143,1.22465e+143,1.15215e+143,1.08205e+143,1.01494e+143,9.51221e+142,8.91137e+142,8.34804e+142,7.82249e+142,7.33428e+142,6.88247e+142,6.46577e+142,6.08265e+142,5.73141e+142,5.41026e+142,5.11736e+142,4.85082e+142,4.6088e+142,4.38941e+142,4.19081e+142,4.01112e+142,3.84846e+142,3.7009e+142,3.56643e+142,3.44293e+142,3.32813e+142,3.21953e+142,3.11433e+142,3.00933e+142,2.90085e+142,2.7845e+142,2.65499e+142,2.50575e+142,2.32827e+142,2.11083e+142,1.8354e+142,1.46787e+142,9.07036e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.36894e+142,2.72966e+142,3.83033e+142,4.81276e+142,5.67457e+142,6.38243e+142,6.89362e+142,7.16647e+142,5.92672e+142,
4.84125e+143,4.28885e+143,3.6458e+143,2.8748e+143,1.95856e+143,6.14208e+142,-nan,-nan,-nan,-nan,-nan,-nan,7.78394e+142,1.2959e+143,1.59559e+143,1.78224e+143,1.8911e+143,1.94225e+143,1.9498e+143,1.92462e+143,1.87536e+143,1.80895e+143,1.73092e+143,1.64564e+143,1.55655e+143,1.46625e+143,1.37674e+143,1.28945e+143,1.20543e+143,1.12537e+143,1.04971e+143,9.78711e+142,9.12456e+142,8.50932e+142,7.94045e+142,7.41644e+142,6.93538e+142,6.49515e+142,6.09346e+142,5.72799e+142,5.3964e+142,5.09639e+142,4.82569e+142,4.58213e+142,4.36357e+142,4.16793e+142,3.99318e+142,3.8373e+142,3.69826e+142,3.574e+142,3.46234e+142,3.36097e+142,3.26738e+142,3.17872e+142,3.09179e+142,3.00281e+142,2.90732e+142,2.79988e+142,2.67376e+142,2.52028e+142,2.32776e+142,2.07908e+142,1.74498e+142,1.25711e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.02446e+142,2.8527e+142,4.21742e+142,5.44284e+142,6.53557e+142,7.45202e+142,8.13262e+142,8.51733e+142,7.01175e+142,
5.58458e+143,4.91622e+143,4.12487e+143,3.17129e+143,2.01798e+143,-nan,-nan,-nan,-nan,-nan,-nan,3.08421e+142,1.30263e+143,1.7406e+143,2.00556e+143,2.1605e+143,2.23617e+143,2.25291e+143,2.22595e+143,2.16724e+143,2.08621e+143,1.99036e+143,1.8855e+143,1.77615e+143,1.6657e+143,1.55666e+143,1.45084e+143,1.34949e+143,1.25341e+143,1.16309e+143,1.07876e+143,1.00048e+143,9.2816e+142,8.61621e+142,8.00627e+142,7.449e+142,6.94144e+142,6.48049e+142,6.06309e+142,5.68621e+142,5.34696e+142,5.04253e+142,4.77029e+142,4.52772e+142,4.31243e+142,4.12213e+142,3.95465e+142,3.80787e+142,3.67967e+142,3.56796e+142,3.47057e+142,3.38521e+142,3.30938e+142,3.24031e+142,3.17483e+142,3.10921e+142,3.03899e+142,2.95873e+142,2.86164e+142,2.73905e+142,2.57945e+142,2.36661e+142,2.07514e+142,1.65597e+142,9.50487e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.83817e+142,4.56196e+142,6.10546e+142,7.50416e+142,8.70337e+142,9.62014e+142,1.01671e+143,8.32044e+142,
6.48293e+143,5.66749e+143,4.68459e+143,3.49267e+143,2.01082e+143,-nan,-nan,-nan,-nan,-nan,-nan,1.19198e+143,1.86974e+143,2.25504e+143,2.47919e+143,2.59196e+143,2.62357e+143,2.59582e+143,2.52552e+143,2.42578e+143,2.30687e+143,2.17668e+143,2.0412e+143,1.9049e+143,1.77099e+143,1.64172e+143,1.5186e+143,1.40257e+143,1.29413e+143,1.19347e+143,1.10056e+143,1.01519e+143,9.37076e+142,8.65847e+142,8.01102e+142,7.42423e+142,6.89392e+142,6.41598e+142,5.98648e+142,5.6017e+142,5.25812e+142,4.95248e+142,4.68172e+142,4.44302e+142,4.23373e+142,4.05141e+142,3.89372e+142,3.75847e+142,3.64352e+142,3.54678e+142,3.46613e+142,3.39934e+142,3.34404e+142,3.29758e+142,3.25694e+142,3.21853e+142,3.17806e+142,3.13021e+142,3.06833e+142,2.98387e+142,2.86561e+142,2.69818e+142,2.45901e+142,2.11027e+142,1.56763e+142,2.29913e+141,-nan,-nan,-nan,-nan,-nan,-nan,-nan,2.55316e+142,4.80588e+142,6.7722e+142,8.57988e+142,1.01663e+143,1.14164e+143,1.22017e+143,9.91146e+142,
7.57753e+143,6.57382e+143,5.34109e+143,3.83358e+143,1.86876e+143,-nan,-nan,-nan,-nan,-nan,7.2208e+142,1.94529e+143,2.52449e+143,2.85534e+143,3.02535e+143,3.08109e+143,3.05464e+143,2.97012e+143,2.84613e+143,2.69698e+143,2.53356e+143,2.36396e+143,2.1941e+143,2.02815e+143,1.86893e+143,1.71826e+143,1.57718e+143,1.44619e+143,1.32539e+143,1.21458e+143,1.1134e+143,1.02137e+143,9.37936e+142,8.62518e+142,7.94531e+142,7.33402e+142,6.78585e+142,6.29561e+142,5.85848e+142,5.46999e+142,5.12605e+142,4.82289e+142,4.55708e+142,4.32549e+142,4.12525e+142,3.95374e+142,3.80855e+142,3.6874e+142,3.58819e+142,3.50885e+142,3.44737e+142,3.40166e+142,3.36955e+142,3.3486e+142,3.33604e+142,3.32859e+142,3.32225e+142,3.31201e+142,3.29154e+142,3.25263e+142,3.18451e+142,3.0726e+142,2.89639e+142,2.62456e+142,2.20114e+142,1.47983e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1.58018e+142,4.84332e+142,7.38752e+142,9.74753e+142,1.18696e+143,1.35966e+143,1.47379e+143,1.18616e+143,
8.92286e+143,7.676e+143,6.11423e+143,4.18191e+143,1.40479e+143,-nan,-nan,-nan,-nan,-nan,1.87691e+143,2.79486e+143,3.29582e+143,3.55617e+143,3.65153e+143,3.63047e+143,3.52855e+143,3.37269e+143,3.1833e+143,2.97563e+143,2.76083e+143,2.54685e+143,2.33912e+143,2.14122e+143,1.95531e+143,1.78252e+143,1.62327e+143,1.47746e+143,1.34467e+143,1.22426e+143,1.11545e+143,1.01744e+143,9.29389e+142,8.50478e+142,7.79924e+142,7.16993e+142,6.61e+142,6.11319e+142,5.67376e+142,5.28654e+142,4.94683e+142,4.65041e+142,4.39348e+142,4.17262e+142,3.98478e+142,3.8272e+142,3.69736e+142,3.593e+142,3.51204e+142,3.45251e+142,3.41254e+142,3.39027e+142,3.38379e+142,3.39099e+142,3.40949e+142,3.43644e+142,3.46831e+142,3.50063e+142,3.52761e+142,3.54165e+142,3.53262e+142,3.48685e+142,3.38543e+142,3.20101e+142,2.89052e+142,2.37259e+142,1.3956e+142,-nan,-nan,-nan,-nan,-nan,-nan,-nan,4.4601e+142,7.84596e+142,1.09624e+143,1.38337e+143,1.62526e+143,1.79345e+143,1.42715e+143,
